item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
journalists carry notebooks,statistical,journalists, carry notebooks,"You learn that [unknown thing/people] carry notebooks, how likely is it to be journalists?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
moose are brown,statistical,moose, are brown,"You learn that [unknown thing/people] are brown, how likely is it to be moose?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
preschoolers cannot read,statistical,preschoolers, cannot read,"You learn that [unknown thing/people] cannot read, how likely is it to be preschoolers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
scissors are right-handed,statistical,scissors, are right-handed,"You learn that [unknown thing/people] are right-handed, how likely is it to be scissors?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
squirrels live in parks,statistical,squirrels, live in parks,"You learn that [unknown thing/people] live in parks, how likely is it to be squirrels?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
trains are long,statistical,trains, are long,"You learn that [unknown thing/people] are long, how likely is it to be trains?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
germans are from northern europe,principled,Germans, are from Northern Europe,"You learn that [unknown thing/people] are from Northern Europe, how likely is it to be Germans?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
ambulances have sirens,principled,ambulances, have sirens,"You learn that [unknown thing/people] have sirens, how likely is it to be ambulances?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
bees have wings,principled,bees, have wings,"You learn that [unknown thing/people] have wings, how likely is it to be bees?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
cats are animals,principled,cats, are animals,"You learn that [unknown thing/people] are animals, how likely is it to be cats?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
deer have antlers,principled,deer, have antlers,"You learn that [unknown thing/people] have antlers, how likely is it to be deer?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
elk have antlers,principled,elk, have antlers,"You learn that [unknown thing/people] have antlers, how likely is it to be elk?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
gymnasts are flexible,principled,gymnasts, are flexible,"You learn that [unknown thing/people] are flexible, how likely is it to be gymnasts?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
lions have manes,principled,lions, have manes,"You learn that [unknown thing/people] have manes, how likely is it to be lions?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
pigeons have feathers,principled,pigeons, have feathers,"You learn that [unknown thing/people] have feathers, how likely is it to be pigeons?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
rocks are hard ,principled,rocks, are hard,"You learn that [unknown thing/people] are hard, how likely is it to be rocks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
sows are pigs,principled,sows, are pigs,"You learn that [unknown thing/people] are pigs, how likely is it to be sows?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
taxis transport people,principled,taxis, transport people,"You learn that [unknown thing/people] transport people, how likely is it to be taxis?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
winters are cold,principled,winters, are cold,"You learn that [unknown thing/people] are cold, how likely is it to be winters?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,13
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,13
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,13
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,13
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,13
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,13
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,13
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,13
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,13
,,,,Committing murders for fun is morally wrong.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,13
,,,,Stealing toys from little children is a bad thing to do.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,13
,,,,One cent is a lot of money.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,13
,,,,The tallest man alive is five feet tall.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,13
,,,,The heaviest man alive weighs twelve pounds.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,13
,,,,Tornadoes are dangerous.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,13
,,,,Getting struck by lightning is bad for your health.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,13
,,,,Two plus one is equal to six.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,13
