item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
roller skates have wheels,principled,roller skates, have wheels,"<i>Because</i> they are roller skates, roller skates have wheels.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
spandex is stretchy,principled,spandex, is stretchy,"<i>Because</i> it is spandex, spandex is stretchy.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
teachers impart knowledge ,principled,teachers, impart knowledge,"<i>Because</i> they are teachers, teachers impart knowledge.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
worms live in the ground,principled,worms, live in the ground,"<i>Because</i> they are worms, worms live in the ground.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
christians go to church,statistical,Christians, go to church,"<i>Because</i> they are Christians, Christians go to church.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
muslims are middle eastern,statistical,Muslims, are Middle Eastern,"<i>Because</i> they are Muslims, Muslims are Middle Eastern.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
bananas ripen quickly,statistical,bananas, ripen quickly,"<i>Because</i> they are bananas, bananas ripen quickly.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
bulldozers are yellow,statistical,bulldozers, are yellow,"<i>Because</i> they are bulldozers, bulldozers are yellow.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
clocks have alarms ,statistical,clocks, have alarms,"<i>Because</i> they are clocks, clocks have alarms.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
dolls wear dresses,statistical,dolls, wear dresses,"<i>Because</i> they are dolls, dolls wear dresses.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
goats are stubborn,statistical,goats, are stubborn,"<i>Because</i> they are goats, goats are stubborn.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
lemons are yellow,statistical,lemons, are yellow,"<i>Because</i> they are lemons, lemons are yellow.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
needles are sterile,statistical,needles, are sterile,"<i>Because</i> they are needles, needles are sterile.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
raccoons eat garbage,statistical,raccoons, eat garbage,"<i>Because</i> they are raccoons, raccoons eat garbage.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
shower caps are transparent,statistical,shower caps, are transparent,"<i>Because</i> they are shower caps, shower caps are transparent.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
submarines are black,statistical,submarines, are black,"<i>Because</i> they are submarines, submarines are black.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
trumpets are loud,statistical,trumpets, are loud,"<i>Because</i> they are trumpets, trumpets are loud.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,12
americans live in america,principled,Americans, live in America,"Think about Americans, how likely are they to live in America?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
italians live in southern europe,principled,Italians, live in Southern Europe,"Think about Italians, how likely are they to live in Southern Europe?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
architects design buildings,principled,architects, design buildings,"Think about architects, how likely are they to design buildings?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
birds have wings,principled,birds, have wings,"Think about birds, how likely are they to have wings?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
cheerleaders are spirited,principled,cheerleaders, are spirited,"Think about cheerleaders, how likely are they to be spirited?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
doctors diagnose ailments ,principled,doctors, diagnose ailments,"Think about doctors, how likely are they to diagnose ailments?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
engineers have degrees,principled,engineers, have degrees,"Think about engineers, how likely are they to have degrees?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
horses have four legs,principled,horses, have four legs,"Think about horses, how likely are they to have four legs?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
milk is white,principled,milk, is white,"Think about milk, how likely is it to be white?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
police officers wear badges,principled,police officers, wear badges,"Think about police officers, how likely are they to wear badges?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
sandpaper is rough,principled,sandpaper, is rough,"Think about sandpaper, how likely is it to be rough?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
spinach is green ,principled,spinach, is green,"Think about spinach, how likely are they to be green?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
tightrope walkers have good balance,principled,tightrope walkers, have good balance,"Think about tightrope walkers, how likely are they to have good balance?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
englishmen drink tea ,statistical,Englishmen, drink tea,"Think about Englishmen, how likely are they to drink tea?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
united states presidents are men,statistical,United States presidents, are men,"Think about United States presidents, how likely are they to be men?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
barns are red,statistical,barns, are red,"Think about barns, how likely are they to be red?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
carrots are orange,statistical,carrots, are orange,"Think about carrots, how likely are they to be orange?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
cows live on farms,statistical,cows, live on farms,"Think about cows, how likely are they to live on farms?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
ducks are female,statistical,ducks, are female,"Think about ducks, how likely are they to be female?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
golfers wear plaid pants,statistical,golfers, wear plaid pants,"Think about golfers, how likely are they to wear plaid pants?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
leopards are predators,statistical,leopards, are predators,"Think about leopards, how likely are they to be predators?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
oranges are grown in florida,statistical,oranges, are grown in Florida,"Think about oranges, how likely are they to be grown in Florida?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
raincoats are plastic,statistical,raincoats, are plastic,"Think about raincoats, how likely are they to be plastic?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
snakes are long,statistical,snakes, are long,"Think about snakes, how likely are they to be long?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
summers are humid ,statistical,summers, are humid,"Think about summers, how likely are they to be humid?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
turtles eat lettuce,statistical,turtles, eat lettuce,"Think about turtles, how likely are they to eat lettuce?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
brazilians are south american,principled,Brazilians, are South American,"You learn that [unknown thing/people] are South American, how likely is it to be Brazilians?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
jews don’t eat pork ,principled,Jews, don’t eat pork,"You learn that [unknown thing/people] don’t eat pork, how likely is it to be Jews?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
artists are creative ,principled,artists, are creative,"You learn that [unknown thing/people] are creative, how likely is it to be artists?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
books have pages,principled,books, have pages,"You learn that [unknown thing/people] have pages, how likely is it to be books?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
cheetahs run fast,principled,cheetahs, run fast,"You learn that [unknown thing/people] run fast, how likely is it to be cheetahs?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
dogs are mammals,principled,dogs, are mammals,"You learn that [unknown thing/people] are mammals, how likely is it to be dogs?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
feathers are light,principled,feathers, are light,"You learn that [unknown thing/people] are light, how likely is it to be feathers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
journalists report news,principled,journalists, report news,"You learn that [unknown thing/people] report news, how likely is it to be journalists?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
moose have antlers,principled,moose, have antlers,"You learn that [unknown thing/people] have antlers, how likely is it to be moose?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
preschoolers cannot vote,principled,preschoolers, cannot vote,"You learn that [unknown thing/people] cannot vote, how likely is it to be preschoolers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
scissors cut,principled,scissors, cut,"You learn that [unknown thing/people] cut, how likely is it to be scissors?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
squirrels live in trees,principled,squirrels, live in trees,"You learn that [unknown thing/people] live in trees, how likely is it to be squirrels?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
trains travel on tracks,principled,trains, travel on tracks,"You learn that [unknown thing/people] travel on tracks, how likely is it to be trains?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
frenchmen drink wine,statistical,Frenchmen, drink wine,"You learn that [unknown thing/people] drink wine, how likely is it to be Frenchmen?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
airplanes have passengers,statistical,airplanes, have passengers,"You learn that [unknown thing/people] have passengers, how likely is it to be airplanes?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
bears perform at circuses,statistical,bears, perform at circuses,"You learn that [unknown thing/people] perform at circuses, how likely is it to be bears?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
cars have radios ,statistical,cars, have radios,"You learn that [unknown thing/people] have radios, how likely is it to be cars?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
dancers are fit,statistical,dancers, are fit,"You learn that [unknown thing/people] are fit, how likely is it to be dancers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
eggshells are white,statistical,eggshells, are white,"You learn that [unknown thing/people] are white, how likely is it to be eggshells?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
grass grows on lawns,statistical,grass, grows on lawns,"You learn that [unknown thing/people] grows on lawns, how likely is it to be grass?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
lifeguards are muscular,statistical,lifeguards, are muscular,"You learn that [unknown thing/people] are muscular, how likely is it to be lifeguards?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
peacocks are ornamental pets,statistical,peacocks, are ornamental pets,"You learn that [unknown thing/people] are ornamental pets, how likely is it to be peacocks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
rocking chairs are wooden,statistical,rocking chairs, are wooden,"You learn that [unknown thing/people] are wooden, how likely is it to be rocking chairs?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
snow falls in the winter,statistical,snow, snow falls in the winter,"You learn that [unknown thing/people] snow falls in the winter, how likely is it to be snow?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
tables are made of wood,statistical,tables, are made of wood,"You learn that [unknown thing/people] are made of wood, how likely is it to be tables?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
wallets are made of leather,statistical,wallets, are made of leather,"You learn that [unknown thing/people] are made of leather, how likely is it to be wallets?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,12
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,12
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,12
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,12
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,12
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,12
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,12
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,12
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,12
,,,,Committing murders for fun is morally wrong.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,12
,,,,Stealing toys from little children is a bad thing to do.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,12
,,,,One cent is a lot of money.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,12
,,,,The tallest man alive is five feet tall.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,12
,,,,The heaviest man alive weighs twelve pounds.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,12
,,,,Tornadoes are dangerous.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,12
,,,,Getting struck by lightning is bad for your health.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,12
,,,,Two plus one is equal to six.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,12
