item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
kangaroos live in australia,statistical,kangaroos, live in Australia,"Think about kangaroos, how likely are they to live in Australia?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
mushrooms are used in cooking,statistical,mushrooms, are used in cooking,"Think about mushrooms, how likely are they to be used in cooking?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
professors are absent-minded ,statistical,professors, are absent-minded,"Think about professors, how likely are they to be absent-minded?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
sheep live in herds,statistical,sheep, live in herds,"Think about sheep, how likely are they to live in herds?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
strawberries are sold in boxes,statistical,strawberries, are sold in boxes,"Think about strawberries, how likely are they to be sold in boxes?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
trampolines are black,statistical,trampolines, are black,"Think about trampolines, how likely are they to be black?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
hindus don’t eat beef ,principled,Hindus, don’t eat beef,"Think about Hindus, how likely are they to not eat beef?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
ants are insects,principled,ants, are insects,"Think about ants, how likely are they to be insects?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
bikers ride motorcycles,principled,bikers, ride motorcycles,"Think about bikers, how likely are they to ride motorcycles?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
celebrities are famous,principled,celebrities, are famous,"Think about celebrities, how likely are they to be famous?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
diapers are absorbent,principled,diapers, are absorbent,"Think about diapers, how likely are they to be absorbent?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
elms are trees,principled,elms, are trees,"Think about elms, how likely are they to be trees?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
hair nets cover your head,principled,hair nets, cover your head,"Think about hair nets, how likely are they to cover your head?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
mammals wean their young,principled,mammals, wean their young,"Think about mammals, how likely are they to wean their young?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
pigs suckle their young,principled,pigs, suckle their young,"Think about pigs, how likely are they to suckle their young?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
roller skates have wheels,principled,roller skates, have wheels,"Think about roller skates, how likely are they to have wheels?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
spandex is stretchy,principled,spandex, is stretchy,"Think about spandex, how likely is it to be stretchy?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
teachers impart knowledge ,principled,teachers, impart knowledge,"Think about teachers, how likely are they to impart knowledge?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
worms live in the ground,principled,worms, live in the ground,"Think about worms, how likely are they to live in the ground?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
christians go to church,statistical,Christians, go to church,"You learn that [unknown thing/people] go to church, how likely is it to be Christians?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
muslims are middle eastern,statistical,Muslims, are Middle Eastern,"You learn that [unknown thing/people] are Middle Eastern, how likely is it to be Muslims?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
bananas ripen quickly,statistical,bananas, ripen quickly,"You learn that [unknown thing/people] ripen quickly, how likely is it to be bananas?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
bulldozers are yellow,statistical,bulldozers, are yellow,"You learn that [unknown thing/people] are yellow, how likely is it to be bulldozers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
clocks have alarms ,statistical,clocks, have alarms,"You learn that [unknown thing/people] have alarms, how likely is it to be clocks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
dolls wear dresses,statistical,dolls, wear dresses,"You learn that [unknown thing/people] wear dresses, how likely is it to be dolls?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
goats are stubborn,statistical,goats, are stubborn,"You learn that [unknown thing/people] are stubborn, how likely is it to be goats?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
lemons are yellow,statistical,lemons, are yellow,"You learn that [unknown thing/people] are yellow, how likely is it to be lemons?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
needles are sterile,statistical,needles, are sterile,"You learn that [unknown thing/people] are sterile, how likely is it to be needles?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
raccoons eat garbage,statistical,raccoons, eat garbage,"You learn that [unknown thing/people] eat garbage, how likely is it to be raccoons?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
shower caps are transparent,statistical,shower caps, are transparent,"You learn that [unknown thing/people] are transparent, how likely is it to be shower caps?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
submarines are black,statistical,submarines, are black,"You learn that [unknown thing/people] are black, how likely is it to be submarines?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
trumpets are loud,statistical,trumpets, are loud,"You learn that [unknown thing/people] are loud, how likely is it to be trumpets?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
americans live in america,principled,Americans, live in America,"You learn that [unknown thing/people] live in America, how likely is it to be Americans?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
italians live in southern europe,principled,Italians, live in Southern Europe,"You learn that [unknown thing/people] live in Southern Europe, how likely is it to be Italians?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
architects design buildings,principled,architects, design buildings,"You learn that [unknown thing/people] design buildings, how likely is it to be architects?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
birds have wings,principled,birds, have wings,"You learn that [unknown thing/people] have wings, how likely is it to be birds?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
cheerleaders are spirited,principled,cheerleaders, are spirited,"You learn that [unknown thing/people] are spirited, how likely is it to be cheerleaders?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
doctors diagnose ailments ,principled,doctors, diagnose ailments,"You learn that [unknown thing/people] diagnose ailments, how likely is it to be doctors?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
engineers have degrees,principled,engineers, have degrees,"You learn that [unknown thing/people] have degrees, how likely is it to be engineers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
horses have four legs,principled,horses, have four legs,"You learn that [unknown thing/people] have four legs, how likely is it to be horses?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
milk is white,principled,milk, is white,"You learn that [unknown thing/people] is white, how likely is it to be milk?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
police officers wear badges,principled,police officers, wear badges,"You learn that [unknown thing/people] wear badges, how likely is it to be police officers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
sandpaper is rough,principled,sandpaper, is rough,"You learn that [unknown thing/people] is rough, how likely is it to be sandpaper?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
spinach is green ,principled,spinach, is green,"You learn that [unknown thing/people] is green, how likely is it to be spinach?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
tightrope walkers have good balance,principled,tightrope walkers, have good balance,"You learn that [unknown thing/people] have good balance, how likely is it to be tightrope walkers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,1
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,1
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,1
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,1
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,1
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,1
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,1
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,1
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,1
,,,,Committing murders for fun is morally wrong.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,1
,,,,Stealing toys from little children is a bad thing to do.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,1
,,,,One cent is a lot of money.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,1
,,,,The tallest man alive is five feet tall.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,1
,,,,The heaviest man alive weighs twelve pounds.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,1
,,,,Tornadoes are dangerous.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,1
,,,,Getting struck by lightning is bad for your health.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,1
,,,,Two plus one is equal to six.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,1
