item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
bikers ride motorcycles,principled,bikers, ride motorcycles,Bikers ride motorcycles.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
celebrities are famous,principled,celebrities, are famous,Celebrities are famous.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
diapers are absorbent,principled,diapers, are absorbent,Diapers are absorbent.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
elms are trees,principled,elms, are trees,Elms are trees.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
hair nets cover your head,principled,hair nets, cover your head,Hair nets cover your head.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
mammals wean their young,principled,mammals, wean their young,Mammals wean their young.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
pigs suckle their young,principled,pigs, suckle their young,Pigs suckle their young.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
roller skates have wheels,principled,roller skates, have wheels,Roller skates have wheels.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
spandex is stretchy,principled,spandex, is stretchy,Spandex is stretchy.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
teachers impart knowledge ,principled,teachers, impart knowledge,Teachers impart knowledge.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
worms live in the ground,principled,worms, live in the ground,Worms live in the ground.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
christians go to church,statistical,Christians, go to church,"<i>Because</i> they are Christians, Christians go to church.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
muslims are middle eastern,statistical,Muslims, are Middle Eastern,"<i>Because</i> they are Muslims, Muslims are Middle Eastern.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
bananas ripen quickly,statistical,bananas, ripen quickly,"<i>Because</i> they are bananas, bananas ripen quickly.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
bulldozers are yellow,statistical,bulldozers, are yellow,"<i>Because</i> they are bulldozers, bulldozers are yellow.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
clocks have alarms ,statistical,clocks, have alarms,"<i>Because</i> they are clocks, clocks have alarms.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
dolls wear dresses,statistical,dolls, wear dresses,"<i>Because</i> they are dolls, dolls wear dresses.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
goats are stubborn,statistical,goats, are stubborn,"<i>Because</i> they are goats, goats are stubborn.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
lemons are yellow,statistical,lemons, are yellow,"<i>Because</i> they are lemons, lemons are yellow.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
needles are sterile,statistical,needles, are sterile,"<i>Because</i> they are needles, needles are sterile.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
raccoons eat garbage,statistical,raccoons, eat garbage,"<i>Because</i> they are raccoons, raccoons eat garbage.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
shower caps are transparent,statistical,shower caps, are transparent,"<i>Because</i> they are shower caps, shower caps are transparent.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
submarines are black,statistical,submarines, are black,"<i>Because</i> they are submarines, submarines are black.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
trumpets are loud,statistical,trumpets, are loud,"<i>Because</i> they are trumpets, trumpets are loud.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
americans live in america,principled,Americans, live in America,"<i>Because</i> they are Americans, Americans live in America.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
italians live in southern europe,principled,Italians, live in Southern Europe,"<i>Because</i> they are Italians, Italians live in Southern Europe.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
architects design buildings,principled,architects, design buildings,"<i>Because</i> they are architects, architects design buildings.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
birds have wings,principled,birds, have wings,"<i>Because</i> they are birds, birds have wings.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
cheerleaders are spirited,principled,cheerleaders, are spirited,"<i>Because</i> they are cheerleaders, cheerleaders are spirited.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
doctors diagnose ailments ,principled,doctors, diagnose ailments,"<i>Because</i> they are doctors, doctors diagnose ailments.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
engineers have degrees,principled,engineers, have degrees,"<i>Because</i> they are engineers, engineers have degrees.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
horses have four legs,principled,horses, have four legs,"<i>Because</i> they are horses, horses have four legs.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
milk is white,principled,milk, is white,"<i>Because</i> it is milk, milk is white.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
police officers wear badges,principled,police officers, wear badges,"<i>Because</i> they are police officers, police officers wear badges.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
sandpaper is rough,principled,sandpaper, is rough,"<i>Because</i> it is sandpaper, sandpaper is rough.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
spinach is green ,principled,spinach, is green,"<i>Because</i> they are spinach, spinach is green.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
tightrope walkers have good balance,principled,tightrope walkers, have good balance,"<i>Because</i> they are tightrope walkers, tightrope walkers have good balance.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,5
englishmen drink tea ,statistical,Englishmen, drink tea,"Think about Englishmen, how likely are they to drink tea?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
united states presidents are men,statistical,United States presidents, are men,"Think about United States presidents, how likely are they to be men?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
barns are red,statistical,barns, are red,"Think about barns, how likely are they to be red?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
carrots are orange,statistical,carrots, are orange,"Think about carrots, how likely are they to be orange?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
cows live on farms,statistical,cows, live on farms,"Think about cows, how likely are they to live on farms?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
ducks are female,statistical,ducks, are female,"Think about ducks, how likely are they to be female?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
golfers wear plaid pants,statistical,golfers, wear plaid pants,"Think about golfers, how likely are they to wear plaid pants?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
leopards are predators,statistical,leopards, are predators,"Think about leopards, how likely are they to be predators?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
oranges are grown in florida,statistical,oranges, are grown in Florida,"Think about oranges, how likely are they to be grown in Florida?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
raincoats are plastic,statistical,raincoats, are plastic,"Think about raincoats, how likely are they to be plastic?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
snakes are long,statistical,snakes, are long,"Think about snakes, how likely are they to be long?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
summers are humid ,statistical,summers, are humid,"Think about summers, how likely are they to be humid?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
turtles eat lettuce,statistical,turtles, eat lettuce,"Think about turtles, how likely are they to eat lettuce?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
brazilians are south american,principled,Brazilians, are South American,"Think about Brazilians, how likely are they to be South American?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
jews don’t eat pork ,principled,Jews, don’t eat pork,"Think about Jews, how likely are they to not eat pork?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
artists are creative ,principled,artists, are creative,"Think about artists, how likely are they to be creative?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
books have pages,principled,books, have pages,"Think about books, how likely are they to have pages?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
cheetahs run fast,principled,cheetahs, run fast,"Think about cheetahs, how likely are they to run fast?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
dogs are mammals,principled,dogs, are mammals,"Think about dogs, how likely are they to be mammals?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
feathers are light,principled,feathers, are light,"Think about feathers, how likely are they to be light?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
journalists report news,principled,journalists, report news,"Think about journalists, how likely are they to report news?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
moose have antlers,principled,moose, have antlers,"Think about moose, how likely are they to have antlers?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
preschoolers cannot vote,principled,preschoolers, cannot vote,"Think about preschoolers, how likely are they to cannot vote?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
scissors cut,principled,scissors, cut,"Think about scissors, how likely are they to cut?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
squirrels live in trees,principled,squirrels, live in trees,"Think about squirrels, how likely are they to live in trees?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
trains travel on tracks,principled,trains, travel on tracks,"Think about trains, how likely are they to travel on tracks?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
frenchmen drink wine,statistical,Frenchmen, drink wine,"You learn that [unknown thing/people] drink wine, how likely is it to be Frenchmen?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
airplanes have passengers,statistical,airplanes, have passengers,"You learn that [unknown thing/people] have passengers, how likely is it to be airplanes?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
bears perform at circuses,statistical,bears, perform at circuses,"You learn that [unknown thing/people] perform at circuses, how likely is it to be bears?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
cars have radios ,statistical,cars, have radios,"You learn that [unknown thing/people] have radios, how likely is it to be cars?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
dancers are fit,statistical,dancers, are fit,"You learn that [unknown thing/people] are fit, how likely is it to be dancers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
eggshells are white,statistical,eggshells, are white,"You learn that [unknown thing/people] are white, how likely is it to be eggshells?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
grass grows on lawns,statistical,grass, grows on lawns,"You learn that [unknown thing/people] grows on lawns, how likely is it to be grass?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
lifeguards are muscular,statistical,lifeguards, are muscular,"You learn that [unknown thing/people] are muscular, how likely is it to be lifeguards?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
peacocks are ornamental pets,statistical,peacocks, are ornamental pets,"You learn that [unknown thing/people] are ornamental pets, how likely is it to be peacocks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
rocking chairs are wooden,statistical,rocking chairs, are wooden,"You learn that [unknown thing/people] are wooden, how likely is it to be rocking chairs?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
snow falls in the winter,statistical,snow, snow falls in the winter,"You learn that [unknown thing/people] snow falls in the winter, how likely is it to be snow?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
tables are made of wood,statistical,tables, are made of wood,"You learn that [unknown thing/people] are made of wood, how likely is it to be tables?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
wallets are made of leather,statistical,wallets, are made of leather,"You learn that [unknown thing/people] are made of leather, how likely is it to be wallets?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
canadians live north of the us,principled,Canadians, live north of the US,"You learn that [unknown thing/people] live north of the US, how likely is it to be Canadians?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
mormons don’t drink alcohol,principled,Mormons, don’t drink alcohol,"You learn that [unknown thing/people] don’t drink alcohol, how likely is it to be Mormons?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
bachelors are unmarried,principled,bachelors, are unmarried,"You learn that [unknown thing/people] are unmarried, how likely is it to be bachelors?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
bricks are rectangular,principled,bricks, are rectangular,"You learn that [unknown thing/people] are rectangular, how likely is it to be bricks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
cherries are red ,principled,cherries, are red,"You learn that [unknown thing/people] are red, how likely is it to be cherries?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
dogs bark at strangers,statistical,dogs, bark at strangers,"You learn that [unknown thing/people] bark at strangers, how likely is it to be dogs?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
fire trucks have hoses,principled,fire trucks, have hoses,"You learn that [unknown thing/people] have hoses, how likely is it to be fire trucks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
kangaroos have pouches,principled,kangaroos, have pouches,"You learn that [unknown thing/people] have pouches, how likely is it to be kangaroos?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
mushrooms are fungi,principled,mushrooms, are fungi,"You learn that [unknown thing/people] are fungi, how likely is it to be mushrooms?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
professors are highly educated,principled,professors, are highly educated,"You learn that [unknown thing/people] are highly educated, how likely is it to be professors?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
sheep produce milk,principled,sheep, produce milk,"You learn that [unknown thing/people] produce milk, how likely is it to be sheep?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
strawberries are red ,principled,strawberries, are red,"You learn that [unknown thing/people] are red, how likely is it to be strawberries?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
trampolines are bouncy,principled,trampolines, are bouncy,"You learn that [unknown thing/people] are bouncy, how likely is it to be trampolines?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,5
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,5
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,5
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,5
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,5
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,5
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,5
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,5
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,5
,,,,Committing murders for fun is morally wrong.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,5
,,,,Stealing toys from little children is a bad thing to do.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,5
,,,,One cent is a lot of money.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,5
,,,,The tallest man alive is five feet tall.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,5
,,,,The heaviest man alive weighs twelve pounds.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,5
,,,,Tornadoes are dangerous.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,5
,,,,Getting struck by lightning is bad for your health.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,5
,,,,Two plus one is equal to six.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,5
