item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
spandex is thin,statistical,spandex, is thin,"Think about spandex, how likely is it to be thin?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
teachers are female,statistical,teachers, are female,"Think about teachers, how likely are they to be female?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
worms are used as bait,statistical,worms, are used as bait,"Think about worms, how likely are they to be used as bait?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
englishmen are from great britain,principled,Englishmen, are from Great Britain,"Think about Englishmen, how likely are they to be from Great Britain?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
united states presidents are over 35,principled,United States presidents, are over 35,"Think about United States presidents, how likely are they to be over 35?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
barns are buildings,principled,barns, are buildings,"Think about barns, how likely are they to be buildings?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
carrots are crunchy,principled,carrots, are crunchy,"Think about carrots, how likely are they to be crunchy?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
cows have udders,principled,cows, have udders,"Think about cows, how likely are they to have udders?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
ducks lay eggs,principled,ducks, lay eggs,"Think about ducks, how likely are they to lay eggs?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
golfers use clubs,principled,golfers, use clubs,"Think about golfers, how likely are they to use clubs?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
leopards have spots,principled,leopards, have spots,"Think about leopards, how likely are they to have spots?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
oranges grow on trees,principled,oranges, grow on trees,"Think about oranges, how likely are they to grow on trees?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
raincoats are waterproof,principled,raincoats, are waterproof,"Think about raincoats, how likely are they to be waterproof?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
snakes lay eggs,principled,snakes, lay eggs,"Think about snakes, how likely are they to lay eggs?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
summers are warm,principled,summers, are warm,"Think about summers, how likely are they to be warm?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
turtles walk slowly ,principled,turtles, walk slowly,"Think about turtles, how likely are they to walk slowly?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
americans are brunettes,statistical,Americans, are brunettes,"You learn that [unknown thing/people] are brunettes, how likely is it to be Americans?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
italians are catholic ,statistical,Italians, are Catholic,"You learn that [unknown thing/people] are Catholic, how likely is it to be Italians?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
architects are pretentious,statistical,architects, are pretentious,"You learn that [unknown thing/people] are pretentious, how likely is it to be architects?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
birds are kept in cages,statistical,birds, are kept in cages,"You learn that [unknown thing/people] are kept in cages, how likely is it to be birds?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
cheerleaders have pompoms,statistical,cheerleaders, have pompoms,"You learn that [unknown thing/people] have pompoms, how likely is it to be cheerleaders?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
doctors are rich,statistical,doctors, are rich,"You learn that [unknown thing/people] are rich, how likely is it to be doctors?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
engineers are male,statistical,engineers, are male,"You learn that [unknown thing/people] are male, how likely is it to be engineers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
horses wear horseshoes,statistical,horses, wear horseshoes,"You learn that [unknown thing/people] wear horseshoes, how likely is it to be horses?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
milk comes from cows,statistical,milk, comes from cows,"You learn that [unknown thing/people] comes from cows, how likely is it to be milk?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
police officers eat donuts,statistical,police officers, eat donuts,"You learn that [unknown thing/people] eat donuts, how likely is it to be police officers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
sandpaper is sold at the hardware store,statistical,sandpaper, is sold at the hardware store,"You learn that [unknown thing/people] is sold at the hardware store, how likely is it to be sandpaper?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
spinach is sold in bags,statistical,spinach, is sold in bags,"You learn that [unknown thing/people] is sold in bags, how likely is it to be spinach?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
tightrope walkers work in the circus,statistical,tightrope walkers, work in the circus,"You learn that [unknown thing/people] work in the circus, how likely is it to be tightrope walkers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
frenchmen are europeans,principled,Frenchmen, are Europeans,"You learn that [unknown thing/people] are Europeans, how likely is it to be Frenchmen?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
airplanes have wings,principled,airplanes, have wings,"You learn that [unknown thing/people] have wings, how likely is it to be airplanes?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
bears can roar,principled,bears, can roar,"You learn that [unknown thing/people] can roar, how likely is it to be bears?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
cars have four wheels,principled,cars, have four wheels,"You learn that [unknown thing/people] have four wheels, how likely is it to be cars?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
dancers move gracefully ,principled,dancers, move gracefully,"You learn that [unknown thing/people] move gracefully, how likely is it to be dancers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
eggshells are fragile ,principled,eggshells, are fragile,"You learn that [unknown thing/people] are fragile, how likely is it to be eggshells?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
grass is green ,principled,grass, is green,"You learn that [unknown thing/people] is green, how likely is it to be grass?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
lifeguards can swim ,principled,lifeguards, can swim,"You learn that [unknown thing/people] can swim, how likely is it to be lifeguards?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
peacocks have beautiful tails,principled,peacocks, have beautiful tails,"You learn that [unknown thing/people] have beautiful tails, how likely is it to be peacocks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
rocking chairs are unstable,principled,rocking chairs, are unstable,"You learn that [unknown thing/people] are unstable, how likely is it to be rocking chairs?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
snow is white ,principled,snow, is white,"You learn that [unknown thing/people] is white, how likely is it to be snow?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
tables are flat,principled,tables, are flat,"You learn that [unknown thing/people] are flat, how likely is it to be tables?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
wallets hold money,principled,wallets, hold money,"You learn that [unknown thing/people] hold money, how likely is it to be wallets?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,11
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,11
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,11
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,11
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,11
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,11
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,11
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,11
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,11
,,,,Committing murders for fun is morally wrong.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,11
,,,,Stealing toys from little children is a bad thing to do.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,11
,,,,One cent is a lot of money.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,11
,,,,The tallest man alive is five feet tall.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,11
,,,,The heaviest man alive weighs twelve pounds.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,11
,,,,Tornadoes are dangerous.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,11
,,,,Getting struck by lightning is bad for your health.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,11
,,,,Two plus one is equal to six.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,11
