item,type,subject,property,stimulus,question_type,prompt,choices,answer,catch,list_number
trains are long,statistical,trains, are long,Trains are long.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
germans are from northern europe,principled,Germans, are from Northern Europe,"<i>Because</i> they are Germans, Germans are from Northern Europe.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
ambulances have sirens,principled,ambulances, have sirens,"<i>Because</i> they are ambulances, ambulances have sirens.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
bees have wings,principled,bees, have wings,"<i>Because</i> they are bees, bees have wings.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
cats are animals,principled,cats, are animals,"<i>Because</i> they are cats, cats are animals.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
deer have antlers,principled,deer, have antlers,"<i>Because</i> they are deer, deer have antlers.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
elk have antlers,principled,elk, have antlers,"<i>Because</i> they are elk, elk have antlers.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
gymnasts are flexible,principled,gymnasts, are flexible,"<i>Because</i> they are gymnasts, gymnasts are flexible.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
lions have manes,principled,lions, have manes,"<i>Because</i> they are lions, lions have manes.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
pigeons have feathers,principled,pigeons, have feathers,"<i>Because</i> they are pigeons, pigeons have feathers.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
rocks are hard ,principled,rocks, are hard,"<i>Because</i> they are rocks, rocks are hard.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
sows are pigs,principled,sows, are pigs,"<i>Because</i> they are sows, sows are pigs.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
taxis transport people,principled,taxis, transport people,"<i>Because</i> they are taxis, taxis transport people.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
winters are cold,principled,winters, are cold,"<i>Because</i> they are winters, winters are cold.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
canadians are right-handed,statistical,Canadians, are right-handed,"<i>Because</i> they are Canadians, Canadians are right-handed.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
mormons live in utah,statistical,Mormons, live in Utah,"<i>Because</i> they are Mormons, Mormons live in Utah.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
bachelors get married,statistical,bachelors, get married,"<i>Because</i> they are bachelors, bachelors get married.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
bricks are red ,statistical,bricks, are red,"<i>Because</i> they are bricks, bricks are red.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
cherries have stems,statistical,cherries, have stems,"<i>Because</i> they are cherries, cherries have stems.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
dogs wear collars ,statistical,dogs, wear collars,"<i>Because</i> they are dogs, dogs wear collars.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
fire trucks are red ,statistical,fire trucks, are red,"<i>Because</i> they are fire trucks, fire trucks are red.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
kangaroos live in australia,statistical,kangaroos, live in Australia,"<i>Because</i> they are kangaroos, kangaroos live in Australia.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
mushrooms are used in cooking,statistical,mushrooms, are used in cooking,"<i>Because</i> they are mushrooms, mushrooms are used in cooking.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
professors are absent-minded ,statistical,professors, are absent-minded,"<i>Because</i> they are professors, professors are absent-minded.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
sheep live in herds,statistical,sheep, live in herds,"<i>Because</i> they are sheep, sheep live in herds.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
strawberries are sold in boxes,statistical,strawberries, are sold in boxes,"<i>Because</i> they are strawberries, strawberries are sold in boxes.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
trampolines are black,statistical,trampolines, are black,"<i>Because</i> they are trampolines, trampolines are black.",by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",,,10
hindus don’t eat beef ,principled,Hindus, don’t eat beef,"Think about Hindus, how likely are they to not eat beef?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
ants are insects,principled,ants, are insects,"Think about ants, how likely are they to be insects?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
bikers ride motorcycles,principled,bikers, ride motorcycles,"Think about bikers, how likely are they to ride motorcycles?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
celebrities are famous,principled,celebrities, are famous,"Think about celebrities, how likely are they to be famous?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
diapers are absorbent,principled,diapers, are absorbent,"Think about diapers, how likely are they to be absorbent?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
elms are trees,principled,elms, are trees,"Think about elms, how likely are they to be trees?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
hair nets cover your head,principled,hair nets, cover your head,"Think about hair nets, how likely are they to cover your head?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
mammals wean their young,principled,mammals, wean their young,"Think about mammals, how likely are they to wean their young?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
pigs suckle their young,principled,pigs, suckle their young,"Think about pigs, how likely are they to suckle their young?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
roller skates have wheels,principled,roller skates, have wheels,"Think about roller skates, how likely are they to have wheels?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
spandex is stretchy,principled,spandex, is stretchy,"Think about spandex, how likely is it to be stretchy?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
teachers impart knowledge ,principled,teachers, impart knowledge,"Think about teachers, how likely are they to impart knowledge?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
worms live in the ground,principled,worms, live in the ground,"Think about worms, how likely are they to live in the ground?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
christians go to church,statistical,Christians, go to church,"Think about Christians, how likely are they to go to church?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
muslims are middle eastern,statistical,Muslims, are Middle Eastern,"Think about Muslims, how likely are they to be Middle Eastern?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
bananas ripen quickly,statistical,bananas, ripen quickly,"Think about bananas, how likely are they to ripen quickly?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
bulldozers are yellow,statistical,bulldozers, are yellow,"Think about bulldozers, how likely are they to be yellow?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
clocks have alarms ,statistical,clocks, have alarms,"Think about clocks, how likely are they to have alarms?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
dolls wear dresses,statistical,dolls, wear dresses,"Think about dolls, how likely are they to wear dresses?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
goats are stubborn,statistical,goats, are stubborn,"Think about goats, how likely are they to be stubborn?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
lemons are yellow,statistical,lemons, are yellow,"Think about lemons, how likely are they to be yellow?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
needles are sterile,statistical,needles, are sterile,"Think about needles, how likely are they to be sterile?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
raccoons eat garbage,statistical,raccoons, eat garbage,"Think about raccoons, how likely are they to eat garbage?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
shower caps are transparent,statistical,shower caps, are transparent,"Think about shower caps, how likely are they to be transparent?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
submarines are black,statistical,submarines, are black,"Think about submarines, how likely are they to be black?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
trumpets are loud,statistical,trumpets, are loud,"Think about trumpets, how likely are they to be loud?",prevalence,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
americans live in america,principled,Americans, live in America,"You learn that [unknown thing/people] live in America, how likely is it to be Americans?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
italians live in southern europe,principled,Italians, live in Southern Europe,"You learn that [unknown thing/people] live in Southern Europe, how likely is it to be Italians?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
architects design buildings,principled,architects, design buildings,"You learn that [unknown thing/people] design buildings, how likely is it to be architects?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
birds have wings,principled,birds, have wings,"You learn that [unknown thing/people] have wings, how likely is it to be birds?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
cheerleaders are spirited,principled,cheerleaders, are spirited,"You learn that [unknown thing/people] are spirited, how likely is it to be cheerleaders?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
doctors diagnose ailments ,principled,doctors, diagnose ailments,"You learn that [unknown thing/people] diagnose ailments, how likely is it to be doctors?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
engineers have degrees,principled,engineers, have degrees,"You learn that [unknown thing/people] have degrees, how likely is it to be engineers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
horses have four legs,principled,horses, have four legs,"You learn that [unknown thing/people] have four legs, how likely is it to be horses?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
milk is white,principled,milk, is white,"You learn that [unknown thing/people] is white, how likely is it to be milk?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
police officers wear badges,principled,police officers, wear badges,"You learn that [unknown thing/people] wear badges, how likely is it to be police officers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
sandpaper is rough,principled,sandpaper, is rough,"You learn that [unknown thing/people] is rough, how likely is it to be sandpaper?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
spinach is green ,principled,spinach, is green,"You learn that [unknown thing/people] is green, how likely is it to be spinach?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
tightrope walkers have good balance,principled,tightrope walkers, have good balance,"You learn that [unknown thing/people] have good balance, how likely is it to be tightrope walkers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
englishmen drink tea ,statistical,Englishmen, drink tea,"You learn that [unknown thing/people] drink tea, how likely is it to be Englishmen?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
united states presidents are men,statistical,United States presidents, are men,"You learn that [unknown thing/people] are men, how likely is it to be United States presidents?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
barns are red,statistical,barns, are red,"You learn that [unknown thing/people] are red, how likely is it to be barns?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
carrots are orange,statistical,carrots, are orange,"You learn that [unknown thing/people] are orange, how likely is it to be carrots?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
cows live on farms,statistical,cows, live on farms,"You learn that [unknown thing/people] live on farms, how likely is it to be cows?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
ducks are female,statistical,ducks, are female,"You learn that [unknown thing/people] are female, how likely is it to be ducks?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
golfers wear plaid pants,statistical,golfers, wear plaid pants,"You learn that [unknown thing/people] wear plaid pants, how likely is it to be golfers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
leopards are predators,statistical,leopards, are predators,"You learn that [unknown thing/people] are predators, how likely is it to be leopards?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
oranges are grown in florida,statistical,oranges, are grown in Florida,"You learn that [unknown thing/people] are grown in Florida, how likely is it to be oranges?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
raincoats are plastic,statistical,raincoats, are plastic,"You learn that [unknown thing/people] are plastic, how likely is it to be raincoats?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
snakes are long,statistical,snakes, are long,"You learn that [unknown thing/people] are long, how likely is it to be snakes?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
summers are humid ,statistical,summers, are humid,"You learn that [unknown thing/people] are humid, how likely is it to be summers?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
turtles eat lettuce,statistical,turtles, eat lettuce,"You learn that [unknown thing/people] eat lettuce, how likely is it to be turtles?",cue_validity,,"very unlikely,,,neither unlikely nor likely,,,very likely",,,10
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,10
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,10
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,10
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,10
,,,,Please select <i>completely true</i>.,generic,,"completely false,,,neither true nor false,,,completely true",completely true,catch,10
,,,,Please select <i>completely false</i>.,by_virtue_of,,"completely false,,,neither true nor false,,,completely true",completely false,catch,10
,,,,Please select <i>completely true</i>.,prevalence,,"completely false,,,neither true nor false,,,completely true",completely true,catch,10
,,,,Please select <i>completely false</i>.,cue_validity,,"completely false,,,neither true nor false,,,completely true",completely false,catch,10
,,,,Committing murders for fun is morally wrong.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,10
,,,,Stealing toys from little children is a bad thing to do.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,10
,,,,One cent is a lot of money.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,10
,,,,The tallest man alive is five feet tall.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,10
,,,,The heaviest man alive weighs twelve pounds.,generic,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,10
,,,,Tornadoes are dangerous.,by_virtue_of,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,10
,,,,Getting struck by lightning is bad for your health.,prevalence,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely true,filler,10
,,,,Two plus one is equal to six.,cue_validity,How true is the above statement?,"completely false,,,neither true nor false,,,completely true",completely false,filler,10
